   -4.4140 8.11859844D-02
   -4.4130 8.17404884D-02
   -4.4120 8.22937385D-02
   -4.4110 8.28457381D-02
   -4.4100 8.33964905D-02
   -4.4090 8.39459994D-02
   -4.4080 8.44942679D-02
   -4.4070 8.50412996D-02
   -4.4060 8.55870979D-02
   -4.4050 8.61316662D-02
   -4.4040 8.66750077D-02
   -4.4030 8.72171260D-02
   -4.4020 8.77580244D-02
   -4.4010 8.82977061D-02
   -4.4000 8.88361747D-02
   -4.3990 8.93734333D-02
   -4.3980 8.99094854D-02
   -4.3970 9.04443342D-02
   -4.3960 9.09779831D-02
   -4.3950 9.15104353D-02
   -4.3940 9.20416942D-02
   -4.3930 9.25717630D-02
   -4.3920 9.31006451D-02
   -4.3910 9.36283436D-02
   -4.3900 9.41548618D-02
   -4.3890 9.46802030D-02
   -4.3880 9.52043704D-02
   -4.3870 9.57273672D-02
   -4.3860 9.62491968D-02
   -4.3850 9.67698622D-02
   -4.3840 9.72893666D-02
   -4.3830 9.78077134D-02
   -4.3820 9.83249056D-02
   -4.3810 9.88409465D-02
   -4.3800 9.93558392D-02
   -4.3790 9.98695868D-02
   -4.3780 1.00382193D-01
   -4.3770 1.00893660D-01
   -4.3760 1.01403991D-01
   -4.3750 1.01913190D-01
   -4.3740 1.02421260D-01
   -4.3730 1.02928203D-01
   -4.3720 1.03434024D-01
   -4.3710 1.03938724D-01
   -4.3700 1.04442307D-01
   -4.3690 1.04944777D-01
   -4.3680 1.05446135D-01
   -4.3670 1.05946386D-01
   -4.3660 1.06445532D-01
   -4.3650 1.06943577D-01
   -4.3640 1.07440523D-01
   -4.3630 1.07936373D-01
   -4.3620 1.08431131D-01
   -4.3610 1.08924799D-01
   -4.3600 1.09417381D-01
   -4.3590 1.09908879D-01
   -4.3580 1.10399297D-01
   -4.3570 1.10888637D-01
   -4.3560 1.11376902D-01
   -4.3550 1.11864096D-01
   -4.3540 1.12350221D-01
   -4.3530 1.12835280D-01
   -4.3520 1.13319277D-01
   -4.3510 1.13802214D-01
   -4.3500 1.14284094D-01
   -4.3490 1.14764919D-01
   -4.3480 1.15244694D-01
   -4.3470 1.15723420D-01
   -4.3460 1.16201101D-01
   -4.3450 1.16677740D-01
   -4.3440 1.17153339D-01
   -4.3430 1.17627902D-01
   -4.3420 1.18101430D-01
   -4.3410 1.18573928D-01
   -4.3400 1.19045397D-01
   -4.3390 1.19515842D-01
   -4.3380 1.19985263D-01
   -4.3370 1.20453666D-01
   -4.3360 1.20921051D-01
   -4.3350 1.21387422D-01
   -4.3340 1.21852782D-01
   -4.3330 1.22317134D-01
   -4.3320 1.22780480D-01
   -4.3310 1.23242824D-01
   -4.3300 1.23704167D-01
   -4.3290 1.24164513D-01
   -4.3280 1.24623864D-01
   -4.3270 1.25082224D-01
   -4.3260 1.25539594D-01
   -4.3250 1.25995978D-01
   -4.3240 1.26451379D-01
   -4.3230 1.26905799D-01
   -4.3220 1.27359240D-01
   -4.3210 1.27811707D-01
   -4.3200 1.28263200D-01
   -4.3190 1.28713723D-01
   -4.3180 1.29163279D-01
   -4.3170 1.29611870D-01
   -4.3160 1.30059500D-01
   -4.3150 1.30506169D-01
   -4.3140 1.30951883D-01
   -4.3130 1.31396642D-01
   -4.3120 1.31840449D-01
   -4.3110 1.32283308D-01
   -4.3100 1.32725221D-01
   -4.3090 1.33166190D-01
   -4.3080 1.33606218D-01
   -4.3070 1.34045308D-01
   -4.3060 1.34483462D-01
   -4.3050 1.34920683D-01
   -4.3040 1.35356973D-01
   -4.3030 1.35792336D-01
   -4.3020 1.36226773D-01
   -4.3010 1.36660287D-01
   -4.3000 1.37092881D-01
   -4.2990 1.37524557D-01
   -4.2980 1.37955318D-01
   -4.2970 1.38385167D-01
   -4.2960 1.38814105D-01
   -4.2950 1.39242135D-01
   -4.2940 1.39669261D-01
   -4.2930 1.40095484D-01
   -4.2920 1.40520807D-01
   -4.2910 1.40945232D-01
   -4.2900 1.41368762D-01
   -4.2890 1.41791400D-01
   -4.2880 1.42213148D-01
   -4.2870 1.42634008D-01
   -4.2860 1.43053982D-01
   -4.2850 1.43473074D-01
   -4.2840 1.43891286D-01
   -4.2830 1.44308620D-01
   -4.2820 1.44725078D-01
   -4.2810 1.45140663D-01
   -4.2800 1.45555378D-01
   -4.2790 1.45969225D-01
   -4.2780 1.46382206D-01
   -4.2770 1.46794324D-01
   -4.2760 1.47205581D-01
   -4.2750 1.47615979D-01
   -4.2740 1.48025521D-01
   -4.2730 1.48434209D-01
   -4.2720 1.48842046D-01
   -4.2710 1.49249034D-01
   -4.2700 1.49655175D-01
   -4.2690 1.50060472D-01
   -4.2680 1.50464927D-01
   -4.2670 1.50868542D-01
   -4.2660 1.51271320D-01
   -4.2650 1.51673263D-01
   -4.2640 1.52074374D-01
   -4.2630 1.52474654D-01
   -4.2620 1.52874106D-01
   -4.2610 1.53272732D-01
   -4.2600 1.53670535D-01
   -4.2590 1.54067517D-01
   -4.2580 1.54463680D-01
   -4.2570 1.54859026D-01
   -4.2560 1.55253558D-01
   -4.2550 1.55647278D-01
   -4.2540 1.56040189D-01
   -4.2530 1.56432291D-01
   -4.2520 1.56823589D-01
   -4.2510 1.57214083D-01
   -4.2500 1.57603777D-01
   -4.2490 1.57992672D-01
   -4.2480 1.58380771D-01
   -4.2470 1.58768076D-01
   -4.2460 1.59154588D-01
   -4.2450 1.59540312D-01
   -4.2440 1.59925247D-01
   -4.2430 1.60309397D-01
   -4.2420 1.60692765D-01
   -4.2410 1.61075351D-01
   -4.2400 1.61457158D-01
   -4.2390 1.61838189D-01
   -4.2380 1.62218446D-01
   -4.2370 1.62597930D-01
   -4.2360 1.62976644D-01
   -4.2350 1.63354590D-01
   -4.2340 1.63731771D-01
   -4.2330 1.64108187D-01
   -4.2320 1.64483842D-01
   -4.2310 1.64858738D-01
   -4.2300 1.65232877D-01
   -4.2290 1.65606260D-01
   -4.2280 1.65978890D-01
   -4.2270 1.66350769D-01
   -4.2260 1.66721900D-01
   -4.2250 1.67092283D-01
   -4.2240 1.67461922D-01
   -4.2230 1.67830818D-01
   -4.2220 1.68198974D-01
   -4.2210 1.68566391D-01
   -4.2200 1.68933072D-01
   -4.2190 1.69299018D-01
   -4.2180 1.69664232D-01
   -4.2170 1.70028716D-01
   -4.2160 1.70392472D-01
   -4.2150 1.70755501D-01
   -4.2140 1.71117806D-01
   -4.2130 1.71479389D-01
   -4.2120 1.71840252D-01
   -4.2110 1.72200397D-01
   -4.2100 1.72559826D-01
   -4.2090 1.72918541D-01
   -4.2080 1.73276544D-01
   -4.2070 1.73633836D-01
   -4.2060 1.73990421D-01
   -4.2050 1.74346299D-01
   -4.2040 1.74701474D-01
   -4.2030 1.75055946D-01
   -4.2020 1.75409717D-01
   -4.2010 1.75762791D-01
   -4.2000 1.76115168D-01
   -4.1990 1.76466851D-01
   -4.1980 1.76817842D-01
   -4.1970 1.77168142D-01
   -4.1960 1.77517754D-01
   -4.1950 1.77866679D-01
   -4.1940 1.78214919D-01
   -4.1930 1.78562477D-01
   -4.1920 1.78909353D-01
   -4.1910 1.79255551D-01
   -4.1900 1.79601072D-01
   -4.1890 1.79945918D-01
   -4.1880 1.80290090D-01
   -4.1870 1.80633592D-01
   -4.1860 1.80976423D-01
   -4.1850 1.81318587D-01
   -4.1840 1.81660086D-01
   -4.1830 1.82000920D-01
   -4.1820 1.82341093D-01
   -4.1810 1.82680605D-01
   -4.1800 1.83019460D-01
   -4.1790 1.83357657D-01
   -4.1780 1.83695201D-01
   -4.1770 1.84032091D-01
   -4.1760 1.84368331D-01
   -4.1750 1.84703921D-01
   -4.1740 1.85038865D-01
   -4.1730 1.85373163D-01
   -4.1720 1.85706817D-01
   -4.1710 1.86039829D-01
   -4.1700 1.86372202D-01
   -4.1690 1.86703936D-01
   -4.1680 1.87035034D-01
   -4.1670 1.87365497D-01
   -4.1660 1.87695328D-01
   -4.1650 1.88024527D-01
   -4.1640 1.88353097D-01
   -4.1630 1.88681040D-01
   -4.1620 1.89008357D-01
   -4.1610 1.89335050D-01
   -4.1600 1.89661120D-01
   -4.1590 1.89986571D-01
   -4.1580 1.90311402D-01
   -4.1570 1.90635617D-01
   -4.1560 1.90959216D-01
   -4.1550 1.91282202D-01
   -4.1540 1.91604576D-01
   -4.1530 1.91926340D-01
   -4.1520 1.92247496D-01
   -4.1510 1.92568045D-01
   -4.1500 1.92887989D-01
   -4.1490 1.93207330D-01
   -4.1480 1.93526070D-01
   -4.1470 1.93844209D-01
   -4.1460 1.94161751D-01
   -4.1450 1.94478696D-01
   -4.1440 1.94795046D-01
   -4.1430 1.95110804D-01
   -4.1420 1.95425970D-01
   -4.1410 1.95740546D-01
   -4.1400 1.96054534D-01
   -4.1390 1.96367936D-01
   -4.1380 1.96680753D-01
   -4.1370 1.96992987D-01
   -4.1360 1.97304640D-01
   -4.1350 1.97615713D-01
   -4.1340 1.97926207D-01
   -4.1330 1.98236125D-01
   -4.1320 1.98545469D-01
   -4.1310 1.98854239D-01
   -4.1300 1.99162437D-01
   -4.1290 1.99470065D-01
   -4.1280 1.99777125D-01
   -4.1270 2.00083618D-01
   -4.1260 2.00389546D-01
   -4.1250 2.00694911D-01
   -4.1240 2.00999713D-01
   -4.1230 2.01303955D-01
   -4.1220 2.01607638D-01
   -4.1210 2.01910764D-01
   -4.1200 2.02213334D-01
   -4.1190 2.02515350D-01
   -4.1180 2.02816814D-01
   -4.1170 2.03117726D-01
   -4.1160 2.03418089D-01
   -4.1150 2.03717905D-01
   -4.1140 2.04017174D-01
   -4.1130 2.04315898D-01
   -4.1120 2.04614079D-01
   -4.1110 2.04911719D-01
   -4.1100 2.05208818D-01
   -4.1090 2.05505379D-01
   -4.1080 2.05801403D-01
   -4.1070 2.06096891D-01
   -4.1060 2.06391845D-01
   -4.1050 2.06686267D-01
   -4.1040 2.06980158D-01
   -4.1030 2.07273519D-01
   -4.1020 2.07566352D-01
   -4.1010 2.07858659D-01
   -4.1000 2.08150441D-01
   -4.0990 2.08441700D-01
   -4.0980 2.08732436D-01
   -4.0970 2.09022652D-01
   -4.0960 2.09312349D-01
   -4.0950 2.09601528D-01
   -4.0940 2.09890191D-01
   -4.0930 2.10178340D-01
   -4.0920 2.10465976D-01
   -4.0910 2.10753099D-01
   -4.0900 2.11039713D-01
   -4.0890 2.11325818D-01
   -4.0880 2.11611415D-01
   -4.0870 2.11896507D-01
   -4.0860 2.12181094D-01
   -4.0850 2.12465178D-01
   -4.0840 2.12748761D-01
   -4.0830 2.13031843D-01
   -4.0820 2.13314427D-01
   -4.0810 2.13596514D-01
   -4.0800 2.13878104D-01
   -4.0790 2.14159200D-01
   -4.0780 2.14439803D-01
   -4.0770 2.14719915D-01
   -4.0760 2.14999536D-01
   -4.0750 2.15278668D-01
   -4.0740 2.15557313D-01
   -4.0730 2.15835472D-01
   -4.0720 2.16113146D-01
   -4.0710 2.16390337D-01
   -4.0700 2.16667046D-01
   -4.0690 2.16943274D-01
   -4.0680 2.17219024D-01
   -4.0670 2.17494295D-01
   -4.0660 2.17769090D-01
   -4.0650 2.18043410D-01
   -4.0640 2.18317257D-01
   -4.0630 2.18590631D-01
   -4.0620 2.18863534D-01
   -4.0610 2.19135967D-01
   -4.0600 2.19407932D-01
   -4.0590 2.19679430D-01
   -4.0580 2.19950463D-01
   -4.0570 2.20221031D-01
   -4.0560 2.20491137D-01
   -4.0550 2.20760780D-01
   -4.0540 2.21029964D-01
   -4.0530 2.21298688D-01
   -4.0520 2.21566955D-01
   -4.0510 2.21834765D-01
   -4.0500 2.22102120D-01
   -4.0490 2.22369022D-01
   -4.0480 2.22635471D-01
   -4.0470 2.22901469D-01
   -4.0460 2.23167017D-01
   -4.0450 2.23432116D-01
   -4.0440 2.23696769D-01
   -4.0430 2.23960975D-01
   -4.0420 2.24224737D-01
   -4.0410 2.24488055D-01
   -4.0400 2.24750931D-01
   -4.0390 2.25013366D-01
   -4.0380 2.25275361D-01
   -4.0370 2.25536918D-01
   -4.0360 2.25798038D-01
   -4.0350 2.26058723D-01
   -4.0340 2.26318972D-01
   -4.0330 2.26578789D-01
   -4.0320 2.26838173D-01
   -4.0310 2.27097126D-01
   -4.0300 2.27355650D-01
   -4.0290 2.27613745D-01
   -4.0280 2.27871414D-01
   -4.0270 2.28128656D-01
   -4.0260 2.28385474D-01
   -4.0250 2.28641868D-01
   -4.0240 2.28897840D-01
   -4.0230 2.29153391D-01
   -4.0220 2.29408523D-01
   -4.0210 2.29663235D-01
   -4.0200 2.29917531D-01
   -4.0190 2.30171410D-01
   -4.0180 2.30424874D-01
   -4.0170 2.30677925D-01
   -4.0160 2.30930562D-01
   -4.0150 2.31182789D-01
   -4.0140 2.31434605D-01
   -4.0130 2.31686012D-01
   -4.0120 2.31937012D-01
   -4.0110 2.32187605D-01
   -4.0100 2.32437792D-01
   -4.0090 2.32687575D-01
   -4.0080 2.32936955D-01
   -4.0070 2.33185933D-01
   -4.0060 2.33434510D-01
   -4.0050 2.33682688D-01
   -4.0040 2.33930467D-01
   -4.0030 2.34177848D-01
   -4.0020 2.34424834D-01
   -4.0010 2.34671424D-01
   -4.0000 2.34917621D-01
   -3.9990 2.35163425D-01
   -3.9980 2.35408837D-01
   -3.9970 2.35653859D-01
   -3.9960 2.35898492D-01
   -3.9950 2.36142736D-01
   -3.9940 2.36386593D-01
   -3.9930 2.36630064D-01
   -3.9920 2.36873151D-01
   -3.9910 2.37115854D-01
   -3.9900 2.37358174D-01
   -3.9890 2.37600112D-01
   -3.9880 2.37841671D-01
   -3.9870 2.38082850D-01
   -3.9860 2.38323651D-01
   -3.9850 2.38564074D-01
   -3.9840 2.38804122D-01
   -3.9830 2.39043795D-01
   -3.9820 2.39283094D-01
   -3.9810 2.39522021D-01
   -3.9800 2.39760576D-01
   -3.9790 2.39998760D-01
   -3.9780 2.40236575D-01
   -3.9770 2.40474021D-01
   -3.9760 2.40711101D-01
   -3.9750 2.40947814D-01
   -3.9740 2.41184161D-01
   -3.9730 2.41420145D-01
   -3.9720 2.41655766D-01
   -3.9710 2.41891025D-01
   -3.9700 2.42125922D-01
   -3.9690 2.42360460D-01
   -3.9680 2.42594640D-01
   -3.9670 2.42828461D-01
   -3.9660 2.43061926D-01
   -3.9650 2.43295035D-01
   -3.9640 2.43527789D-01
   -3.9630 2.43760190D-01
   -3.9620 2.43992238D-01
   -3.9610 2.44223935D-01
   -3.9600 2.44455281D-01
   -3.9590 2.44686278D-01
   -3.9580 2.44916926D-01
   -3.9570 2.45147227D-01
   -3.9560 2.45377181D-01
   -3.9550 2.45606790D-01
   -3.9540 2.45836055D-01
   -3.9530 2.46064976D-01
   -3.9520 2.46293555D-01
   -3.9510 2.46521793D-01
   -3.9500 2.46749690D-01
   -3.9490 2.46977248D-01
   -3.9480 2.47204467D-01
   -3.9470 2.47431350D-01
   -3.9460 2.47657895D-01
   -3.9450 2.47884106D-01
   -3.9440 2.48109982D-01
   -3.9430 2.48335524D-01
   -3.9420 2.48560734D-01
   -3.9410 2.48785613D-01
   -3.9400 2.49010161D-01
   -3.9390 2.49234380D-01
   -3.9380 2.49458270D-01
   -3.9370 2.49681833D-01
   -3.9360 2.49905069D-01
   -3.9350 2.50127979D-01
   -3.9340 2.50350565D-01
   -3.9330 2.50572827D-01
   -3.9320 2.50794766D-01
   -3.9310 2.51016383D-01
   -3.9300 2.51237679D-01
   -3.9290 2.51458656D-01
   -3.9280 2.51679314D-01
   -3.9270 2.51899653D-01
   -3.9260 2.52119676D-01
   -3.9250 2.52339382D-01
   -3.9240 2.52558773D-01
   -3.9230 2.52777850D-01
   -3.9220 2.52996613D-01
   -3.9210 2.53215064D-01
   -3.9200 2.53433203D-01
   -3.9190 2.53651032D-01
   -3.9180 2.53868552D-01
   -3.9170 2.54085762D-01
   -3.9160 2.54302665D-01
   -3.9150 2.54519260D-01
   -3.9140 2.54735550D-01
   -3.9130 2.54951535D-01
   -3.9120 2.55167215D-01
   -3.9110 2.55382592D-01
   -3.9100 2.55597667D-01
   -3.9090 2.55812440D-01
   -3.9080 2.56026913D-01
   -3.9070 2.56241086D-01
   -3.9060 2.56454960D-01
   -3.9050 2.56668536D-01
   -3.9040 2.56881815D-01
   -3.9030 2.57094798D-01
   -3.9020 2.57307486D-01
   -3.9010 2.57519880D-01
   -3.9000 2.57731979D-01
   -3.8990 2.57943787D-01
   -3.8980 2.58155302D-01
   -3.8970 2.58366527D-01
   -3.8960 2.58577461D-01
   -3.8950 2.58788106D-01
   -3.8940 2.58998464D-01
   -3.8930 2.59208533D-01
   -3.8920 2.59418316D-01
   -3.8910 2.59627813D-01
   -3.8900 2.59837026D-01
   -3.8890 2.60045954D-01
   -3.8880 2.60254599D-01
   -3.8870 2.60462962D-01
   -3.8860 2.60671044D-01
   -3.8850 2.60878845D-01
   -3.8840 2.61086365D-01
   -3.8830 2.61293608D-01
   -3.8820 2.61500571D-01
   -3.8810 2.61707258D-01
   -3.8800 2.61913668D-01
   -3.8790 2.62119803D-01
   -3.8780 2.62325662D-01
   -3.8770 2.62531248D-01
   -3.8760 2.62736561D-01
   -3.8750 2.62941601D-01
   -3.8740 2.63146370D-01
   -3.8730 2.63350868D-01
   -3.8720 2.63555096D-01
   -3.8710 2.63759055D-01
   -3.8700 2.63962746D-01
   -3.8690 2.64166169D-01
   -3.8680 2.64369326D-01
   -3.8670 2.64572217D-01
   -3.8660 2.64774843D-01
   -3.8650 2.64977204D-01
   -3.8640 2.65179302D-01
   -3.8630 2.65381138D-01
   -3.8620 2.65582711D-01
   -3.8610 2.65784024D-01
   -3.8600 2.65985076D-01
   -3.8590 2.66185869D-01
   -3.8580 2.66386403D-01
   -3.8570 2.66586679D-01
   -3.8560 2.66786698D-01
   -3.8550 2.66986461D-01
   -3.8540 2.67185968D-01
   -3.8530 2.67385220D-01
   -3.8520 2.67584218D-01
   -3.8510 2.67782963D-01
   -3.8500 2.67981455D-01
   -3.8490 2.68179696D-01
   -3.8480 2.68377685D-01
   -3.8470 2.68575425D-01
   -3.8460 2.68772915D-01
   -3.8450 2.68970156D-01
   -3.8440 2.69167149D-01
   -3.8430 2.69363895D-01
   -3.8420 2.69560395D-01
   -3.8410 2.69756649D-01
   -3.8400 2.69952658D-01
   -3.8390 2.70148422D-01
   -3.8380 2.70343944D-01
   -3.8370 2.70539222D-01
   -3.8360 2.70734259D-01
   -3.8350 2.70929054D-01
   -3.8340 2.71123609D-01
   -3.8330 2.71317924D-01
   -3.8320 2.71512000D-01
   -3.8310 2.71705838D-01
   -3.8300 2.71899438D-01
   -3.8290 2.72092801D-01
   -3.8280 2.72285929D-01
   -3.8270 2.72478820D-01
   -3.8260 2.72671477D-01
   -3.8250 2.72863901D-01
   -3.8240 2.73056090D-01
   -3.8230 2.73248048D-01
   -3.8220 2.73439773D-01
   -3.8210 2.73631268D-01
   -3.8200 2.73822532D-01
   -3.8190 2.74013566D-01
   -3.8180 2.74204371D-01
   -3.8170 2.74394948D-01
   -3.8160 2.74585298D-01
   -3.8150 2.74775420D-01
   -3.8140 2.74965316D-01
   -3.8130 2.75154987D-01
   -3.8120 2.75344433D-01
   -3.8110 2.75533655D-01
   -3.8100 2.75722654D-01
   -3.8090 2.75911430D-01
   -3.8080 2.76099983D-01
   -3.8070 2.76288316D-01
   -3.8060 2.76476427D-01
   -3.8050 2.76664319D-01
   -3.8040 2.76851991D-01
   -3.8030 2.77039445D-01
   -3.8020 2.77226681D-01
   -3.8010 2.77413699D-01
   -3.8000 2.77600501D-01
   -3.7990 2.77787087D-01
   -3.7980 2.77973458D-01
   -3.7970 2.78159614D-01
   -3.7960 2.78345556D-01
   -3.7950 2.78531285D-01
   -3.7940 2.78716801D-01
   -3.7930 2.78902105D-01
   -3.7920 2.79087198D-01
   -3.7910 2.79272081D-01
   -3.7900 2.79456753D-01
   -3.7890 2.79641216D-01
   -3.7880 2.79825470D-01
   -3.7870 2.80009516D-01
   -3.7860 2.80193355D-01
   -3.7850 2.80376987D-01
   -3.7840 2.80560413D-01
   -3.7830 2.80743634D-01
   -3.7820 2.80926650D-01
   -3.7810 2.81109461D-01
   -3.7800 2.81292069D-01
   -3.7790 2.81474475D-01
   -3.7780 2.81656677D-01
   -3.7770 2.81838679D-01
   -3.7760 2.82020479D-01
   -3.7750 2.82202079D-01
   -3.7740 2.82383479D-01
   -3.7730 2.82564680D-01
   -3.7720 2.82745682D-01
   -3.7710 2.82926487D-01
   -3.7700 2.83107094D-01
   -3.7690 2.83287505D-01
   -3.7680 2.83467720D-01
   -3.7670 2.83647739D-01
   -3.7660 2.83827563D-01
   -3.7650 2.84007194D-01
   -3.7640 2.84186631D-01
   -3.7630 2.84365874D-01
   -3.7620 2.84544926D-01
   -3.7610 2.84723786D-01
   -3.7600 2.84902454D-01
   -3.7590 2.85080932D-01
   -3.7580 2.85259220D-01
   -3.7570 2.85437319D-01
   -3.7560 2.85615229D-01
   -3.7550 2.85792951D-01
   -3.7540 2.85970486D-01
   -3.7530 2.86147833D-01
   -3.7520 2.86324994D-01
   -3.7510 2.86501969D-01
   -3.7500 2.86678760D-01
   -3.7490 2.86855365D-01
   -3.7480 2.87031787D-01
   -3.7470 2.87208025D-01
   -3.7460 2.87384080D-01
   -3.7450 2.87559953D-01
   -3.7440 2.87735645D-01
   -3.7430 2.87911155D-01
   -3.7420 2.88086485D-01
   -3.7410 2.88261634D-01
   -3.7400 2.88436605D-01
   -3.7390 2.88611396D-01
   -3.7380 2.88786010D-01
   -3.7370 2.88960446D-01
   -3.7360 2.89134704D-01
   -3.7350 2.89308786D-01
   -3.7340 2.89482693D-01
   -3.7330 2.89656423D-01
   -3.7320 2.89829979D-01
   -3.7310 2.90003361D-01
   -3.7300 2.90176569D-01
   -3.7290 2.90349604D-01
   -3.7280 2.90522466D-01
   -3.7270 2.90695156D-01
   -3.7260 2.90867674D-01
   -3.7250 2.91040022D-01
   -3.7240 2.91212199D-01
   -3.7230 2.91384207D-01
   -3.7220 2.91556045D-01
   -3.7210 2.91727714D-01
   -3.7200 2.91899215D-01
   -3.7190 2.92070549D-01
   -3.7180 2.92241715D-01
   -3.7170 2.92412715D-01
   -3.7160 2.92583548D-01
   -3.7150 2.92754216D-01
   -3.7140 2.92924719D-01
   -3.7130 2.93095058D-01
   -3.7120 2.93265233D-01
   -3.7110 2.93435244D-01
   -3.7100 2.93605093D-01
   -3.7090 2.93774779D-01
   -3.7080 2.93944304D-01
   -3.7070 2.94113667D-01
   -3.7060 2.94282869D-01
   -3.7050 2.94451911D-01
   -3.7040 2.94620794D-01
   -3.7030 2.94789517D-01
   -3.7020 2.94958082D-01
   -3.7010 2.95126488D-01
   -3.7000 2.95294737D-01
   -3.6990 2.95462829D-01
   -3.6980 2.95630764D-01
   -3.6970 2.95798543D-01
   -3.6960 2.95966166D-01
   -3.6950 2.96133634D-01
   -3.6940 2.96300948D-01
   -3.6930 2.96468108D-01
   -3.6920 2.96635114D-01
   -3.6910 2.96801967D-01
   -3.6900 2.96968668D-01
   -3.6890 2.97135216D-01
   -3.6880 2.97301613D-01
   -3.6870 2.97467859D-01
   -3.6860 2.97633955D-01
   -3.6850 2.97799900D-01
   -3.6840 2.97965696D-01
   -3.6830 2.98131342D-01
   -3.6820 2.98296841D-01
   -3.6810 2.98462191D-01
   -3.6800 2.98627393D-01
   -3.6790 2.98792448D-01
   -3.6780 2.98957357D-01
   -3.6770 2.99122120D-01
   -3.6760 2.99286737D-01
   -3.6750 2.99451208D-01
   -3.6740 2.99615535D-01
   -3.6730 2.99779718D-01
   -3.6720 2.99943757D-01
   -3.6710 3.00107653D-01
   -3.6700 3.00271406D-01
   -3.6690 3.00435017D-01
   -3.6680 3.00598486D-01
   -3.6670 3.00761814D-01
   -3.6660 3.00925001D-01
   -3.6650 3.01088047D-01
